Data;Arquivo;Laboratorio/Grupo;Prof.Orientador;Email;Aluno;Email;IC/MS/Dr/Pesq;Nome Amostra;2thetai;2thetaf;Countingtime;TotalTime;XrayTube;XrayMirror
2010-09-23;Xpert_971.xrdml;;;;;;;BN 01;20.00656514;79.98569641;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_972.xrdml;;;;;;;BN 02;20.00656514;79.98569641;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_973.xrdml;;;;;;;AB INT 10-3;2.00656514;79.98731396;77.520;1923;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_974.xrdml;;;;;;;AB PIL 10-3;2.00656514;79.98731396;77.520;1928;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_975.xrdml;;;;;;;AB INT 10-4;2.00656514;79.98731396;77.520;1926;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_976.xrdml;;;;;;;AB PIL 10-4;2.00656514;79.98731396;77.520;1926;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_977.xrdml;;;;;;;A.B.S.M.O.;2.00656514;79.98731396;77.520;1925;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_978.xrdml;;;;;;;20% MMT;3.01056514;29.99329604;77.520;720;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_979.xrdml;;;;;;;25% MMT;3.01056514;29.99329604;77.520;723;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_980.xrdml;;;;;;;30% MMT;3.01056514;29.99329604;77.520;723;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_981.xrdml;;;;;;;40% MMT;3.01056514;29.99329604;77.520;722;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_982.xrdml;;;;;;;SN 15;0.00656514;9.99871026;77.520;320;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_983.xrdml;;;;;;;SO 15;0.00656514;9.99871026;77.520;321;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-27;Xpert_984.xrdml;;;;;;;HEMAG 1;20.00656514;119.99366772;77.520;2443;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-27;Xpert_985.xrdml;;;;;;;HEMAG 2;20.00656514;119.99366772;77.520;2445;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-27;Xpert_986.xrdml;;;;;;;NIAG 1;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-27;Xpert_987.xrdml;;;;;;;NIAG 2;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-27;Xpert_988.xrdml;;;;;;;In0,9 Fe0,1 O2 300 C;10.00656514;99.98839232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-27;Xpert_989.xrdml;;;;;;;In0,9 Fe0,1 O2 400 C;10.00656514;99.98839232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-28;Xpert_990.xrdml;;;;;;;AN 027;15.00656514;119.99630542;77.520;2564;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-28;Xpert_991.xrdml;;;;;;;AM 10524 TT;25.00856514;119.99303002;77.520;2329;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-28;Xpert_992.xrdml;;;;;;;ZW 1000;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-28;Xpert_993.xrdml;;;;;;;GLICERINA BBT 850C;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-28;Xpert_994.xrdml;;;;;;;Na 800 C;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-28;Xpert_995.xrdml;;;;;;;Na 850 C;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-28;Xpert_996.xrdml;;;;;;;Na 900 C;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-28;Xpert_997.xrdml;;;;;;;Na 1000 C;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-30;Xpert_998.xrdml;;;;;;;HA5H;20.00156514;79.99382669;77.520;1501;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-30;Xpert_999.xrdml;;;;;;;Cu-TPYP;3.01056514;79.99341247;77.520;1900;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
