Data;Arquivo;Laboratorio/Grupo;Prof.Orientador;Email;Aluno;Email;IC/MS/Dr/Pesq;Nome Amostra;2thetai;2thetaf;Countingtime;TotalTime;XrayTube;XrayMirror
2010-10-26;Xpert_1064.xrdml;;;;;;;Ag1;15.01156514;79.99333411;77.520;1617;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-21;Xpert_1063.xrdml;;;;;;;amostra cristiano;10.01156514;99.99339232;97.920;2780;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-19;Xpert_1062.xrdml;;;;;;;DM-900;15.01156514;79.99333411;77.520;1619;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-19;Xpert_1061.xrdml;;;;;;;DM-800;15.01156514;79.99333411;77.520;1617;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-19;Xpert_1060.xrdml;;;;;;;DM-700;15.01156514;79.99333411;77.520;1617;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_106.xrdml;;;;;;;#02;10.01656514;89.99311692;49.470;1273;PW3376/00 Co LFF DK184432;;
2010-10-27;Xpert_1079.xrdml;;;;;;;C/S 205 PANI DESDOPADO;2.00656514;79.98731396;77.520;1928;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1078.xrdml;;;;;;;C/S 20% PANI DOPADO;2.00656514;79.98731396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1077.xrdml;;;;;;;Pio 528b;10.01156514;99.99339232;77.520;2209;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1076.xrdml;;;;;;;Pio 528a;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-26;Xpert_1075.xrdml;;;;;;;AMOSTRA YURI;15.00656514;119.99630542;77.520;2564;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-26;Xpert_1074.xrdml;;;;;;;SLAG;3.00256514;69.99326736;77.520;1668;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-26;Xpert_1073.xrdml;;;;;;;SG 21;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-26;Xpert_1072.xrdml;;;;;;;SG 20;20.00656514;119.99366772;77.520;2443;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-26;Xpert_1071.xrdml;;;;;;;AM 10523;20.00656514;119.99366772;77.520;2443;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-26;Xpert_1070.xrdml;;;;;;;AM 05522;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_107.xrdml;;;;;;;#17;10.01656514;89.99311692;49.470;1273;PW3376/00 Co LFF DK184432;;
2010-10-28;Xpert_1089.xrdml;;;;;;;14 + 24;10.00356514;89.99324721;77.520;1974;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1088.xrdml;;;;;;;#16;10.00356514;89.99324721;77.520;1972;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1087.xrdml;;;;;;;GRF + 30% CAULIM;15.00656514;64.99355129;77.520;1263;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1086.xrdml;;;;;;;GRF + 20% CAULIM;15.00656514;64.99355129;77.520;1263;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1085.xrdml;;;;;;;incrustacao;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1084.xrdml;;;;;;;UOCl2 RH;2.00656514;79.98731396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1083.xrdml;;;;;;;PANI (P);2.00656514;79.98731396;77.520;1926;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1082.xrdml;;;;;;;C/S RR 20%;2.00656514;79.98731396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1081.xrdml;;;;;;;C/S NR 20%;2.00656514;79.98731396;77.520;1928;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-27;Xpert_1080.xrdml;;;;;;;C/S BR 20%;2.00656514;79.98731396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_108.xrdml;;;;;;;#32;10.01656514;89.99311692;49.470;1273;PW3376/00 Co LFF DK184432;;
2010-10-28;Xpert_1099.xrdml;;;;;;;#12;10.00356514;89.99324721;77.520;1972;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1098.xrdml;;;;;;;11 + 2;10.00356514;89.99324721;77.520;1973;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1097.xrdml;;;;;;;#22;10.00356514;89.99324721;77.520;1973;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1096.xrdml;;;;;;;#02;10.00356514;89.99324721;77.520;1971;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1095.xrdml;;;;;;;GRF + 50% CAULIM;15.00656514;64.99355129;77.520;1264;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1094.xrdml;;;;;;;GRF + 40% CAULIM;15.00656514;64.99355129;77.520;1266;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1093.xrdml;;;;;;;#27;10.00356514;89.99324721;77.520;1973;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1092.xrdml;;;;;;;#07;10.00356514;89.99324721;77.520;1973;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1091.xrdml;;;;;;;#23;10.00356514;89.99324721;77.520;1973;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1090.xrdml;;;;;;;#09;10.00356514;89.99324721;77.520;1974;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_109.xrdml;;;;;;;#24;10.01656514;89.99311692;49.470;1272;PW3376/00 Co LFF DK184432;;
2010-10-29;Xpert_1109.xrdml;;;;;;;ABC;2.01256514;79.99331396;77.520;1926;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-29;Xpert_1108.xrdml;;;;;;;TiO2 J/M 20;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-29;Xpert_1107.xrdml;;;;;;;TiO2 J/M 19;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-29;Xpert_1106.xrdml;;;;;;;TiO2 J/M 18;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-29;Xpert_1105.xrdml;;;;;;;TiO2 J/M 17;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-29;Xpert_1104.xrdml;;;;;;;TiO2 J/M 16;2.01256514;79.99331396;77.520;1923;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-29;Xpert_1103.xrdml;;;;;;;TiO2 J/M 15;2.01256514;79.99331396;77.520;1923;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-29;Xpert_1102.xrdml;;;;;;;TiO2 J/M 14;2.01256514;79.99331396;77.520;1928;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1101.xrdml;;;;;;;#29;10.00356514;89.99324721;77.520;1971;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-28;Xpert_1100.xrdml;;;;;;;#05;10.00356514;89.99324721;77.520;1972;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-10;Xpert_110.xrdml;;;;;;;95% SnO2 + Fe2O3 1h ;10.00856514;79.99297181;77.570;1735;PW3376/00 Co LFF DK184432;;
2010-11-03;Xpert_1119.xrdml;;;;;;;MMP3 15%;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1118.xrdml;;;;;;;11MW26;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1117.xrdml;;;;;;;10,5MW46;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1116.xrdml;;;;;;;9MW48;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1115.xrdml;;;;;;;9MW24;2.01256514;79.99331396;77.520;1923;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1114.xrdml;;;;;;;9MW18;2.01256514;79.99331396;77.520;1928;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1113.xrdml;;;;;;;9MW12;2.01256514;79.99331396;77.520;1923;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1112.xrdml;;;;;;;9MW6;2.01256514;79.99331396;77.520;1924;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-29;Xpert_1111.xrdml;;;;;;;ABSMO;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-29;Xpert_1110.xrdml;;;;;;;ABN;2.01256514;79.99331396;77.520;1925;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-10;Xpert_111.xrdml;;;;;;;95% SnO2 + Fe2O3 4h ;10.00856514;79.99297181;77.520;1737;PW3376/00 Co LFF DK184432;;
2010-11-04;Xpert_1129.xrdml;;;;;;;MMP5 A1;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1128.xrdml;;;;;;;MMP4 A4;2.01256514;79.99331396;77.520;1928;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1127.xrdml;;;;;;;arenito;10.00656514;79.99097181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1126.xrdml;;;;;;;cinza volante;10.00656514;79.99097181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1125.xrdml;;;;;;;cimento;10.00656514;79.99097181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1124.xrdml;;;;;;;cal hidratada;10.00656514;79.99097181;77.520;1739;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1123.xrdml;;;;;;;MMP4 18/12%;2.01256514;79.99331396;77.520;1926;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1122.xrdml;;;;;;;MMP4 18/6%;2.01256514;79.99331396;77.520;1926;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1121.xrdml;;;;;;;MMP1 80%;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-03;Xpert_1120.xrdml;;;;;;;MMP2 10%;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-10;Xpert_112.xrdml;;;;;;;95% SnO2 + Fe2O3 8h ;10.00856514;79.99297181;77.520;1737;PW3376/00 Co LFF DK184432;;
2010-11-05;Xpert_1139.xrdml;;;;;;;NiO;15.00356514;119.99330542;118.320;3886;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1138.xrdml;;;;;;;SG 23;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1137.xrdml;;;;;;;MN-8hbm;10.00156514;69.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1136.xrdml;;;;;;;MN-6hbm;10.00156514;69.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1135.xrdml;;;;;;;MN-4hbm;10.00156514;69.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1134.xrdml;;;;;;;NCaCO3;10.00356514;89.99324721;77.520;1974;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1133.xrdml;;;;;;;VMT-ATIVADA;3.00256514;44.99320914;77.520;1077;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1132.xrdml;;;;;;;VMT-Q;3.00256514;44.99320914;77.520;1076;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1131.xrdml;;;;;;;MMP6 A3;2.01256514;79.99331396;77.520;1926;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-04;Xpert_1130.xrdml;;;;;;;MMP5 A2;2.01256514;79.99331396;77.520;1927;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-10;Xpert_113.xrdml;;;;;;;95% SnO2 + Fe2O3 12h ;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-11-08;Xpert_1149.xrdml;;;;;;;AN 029;15.00356514;119.99330542;77.520;2563;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-05;Xpert_1148.xrdml;;;;;;;MAG-N;20.00656514;119.99366772;77.520;2445;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-05;Xpert_1147.xrdml;;;;;;;NiMn2O4 1000;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-05;Xpert_1146.xrdml;;;;;;;NiMn2O4 900;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-05;Xpert_1145.xrdml;;;;;;;NiMn2O4 800;20.00156514;79.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-05;Xpert_1144.xrdml;;;;;;;A 3h;10.00856514;79.99297181;77.520;1737;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-05;Xpert_1143.xrdml;;;;;;;A 2h;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-05;Xpert_1142.xrdml;;;;;;;A 1,5h;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-05;Xpert_1141.xrdml;;;;;;;A 1h;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-05;Xpert_1140.xrdml;;;;;;;K-10;3.00256514;69.99326736;77.520;1668;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-10;Xpert_114.xrdml;;;;;;;# 01;10.00356514;89.99324721;49.470;1275;PW3376/00 Co LFF DK184432;;
2010-11-09;Xpert_1159.xrdml;;;;;;;A2 4%;5.00956514;49.99391359;77.520;1147;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-09;Xpert_1158.xrdml;;;;;;;A1 5%;5.00956514;49.99391359;77.520;1146;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-09;Xpert_1157.xrdml;;;;;;;1000/6;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-09;Xpert_1156.xrdml;;;;;;;950/6;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-09;Xpert_1155.xrdml;;;;;;;800/7;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-09;Xpert_1154.xrdml;;;;;;;750/7;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-08;Xpert_1153.xrdml;;;;;;;ThioS;10.00356514;89.99324721;77.520;1972;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-08;Xpert_1152.xrdml;;;;;;;nano + TS;10.00356514;89.99324721;77.520;1974;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-08;Xpert_1151.xrdml;;;;;;;HA 16h;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-08;Xpert_1150.xrdml;;;;;;;zeolita AV piloto;3.00056514;49.99384684;77.520;1195;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-10;Xpert_115.xrdml;;;;;;;# 09;10.00356514;89.99324721;49.470;1275;PW3376/00 Co LFF DK184432;;
2010-11-10;Xpert_1169.xrdml;;;;;;;caolin;3.01556514;69.99313707;77.520;1667;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1168.xrdml;;;;;;;gipsita;3.01556514;69.99313707;77.520;1664;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1167.xrdml;;;;;;;Zeolita X 5% Ni/X;5.00656514;79.99360951;77.520;1854;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1166.xrdml;;;;;;;Zeolita X 5% Ni/Pt;5.00656514;79.99360951;77.520;1857;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1165.xrdml;;;;;;;Zeolita X 5% Ni/La;5.00656514;79.99360951;77.520;1852;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1164.xrdml;;;;;;;FeCo/SiO2 CO2/EB=9;3.01056514;79.99341247;77.520;1902;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1163.xrdml;;;;;;;FeCe/SiO2 CO2/EB=9;3.01056514;79.99341247;77.520;1903;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1162.xrdml;;;;;;;Cu TPYP SBA-15;3.01056514;79.99341247;77.520;1903;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1161.xrdml;;;;;;;Zn TPYPSBA-15;3.01056514;79.99341247;77.520;1902;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-09;Xpert_1160.xrdml;;;;;;;A3 3%;5.00956514;49.99391359;77.520;1146;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-10;Xpert_116.xrdml;;;;;;;# 29;10.00356514;89.99324721;49.470;1275;PW3376/00 Co LFF DK184432;;
2010-11-17;Xpert_1179.xrdml;;;;;;;OVMT;3.00256514;44.99320914;77.520;1077;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1178.xrdml;;;;;;;E,G;10.01156514;99.99339232;77.520;2212;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-11;Xpert_1177.xrdml;;;;;;;BNO 4;20.00656514;79.99882669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-11;Xpert_1176.xrdml;;;;;;;BNO 3;20.00656514;79.99882669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-11;Xpert_1175.xrdml;;;;;;;BNO 2;20.00656514;79.99882669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-11;Xpert_1174.xrdml;;;;;;;BNO 1;20.00656514;79.99882669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-11;Xpert_1173.xrdml;;;;;;;PE1;20.00656514;119.99366772;77.520;2445;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-11;Xpert_1172.xrdml;;;;;;;vanadio;10.00856514;79.99297181;77.520;1739;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1171.xrdml;;;;;;;monazita;3.01556514;69.99313707;77.520;1666;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-10;Xpert_1170.xrdml;;;;;;;quartzo rosa;3.01556514;69.99313707;77.520;1667;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-10;Xpert_117.xrdml;;;;;;;# 04;10.00356514;89.99324721;49.470;1274;PW3376/00 Co LFF DK184432;;
2010-11-17;Xpert_1189.xrdml;;;;;;;selenita;3.00256514;69.99326736;77.520;1667;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1188.xrdml;;;;;;;psilomelano;3.00256514;69.99326736;77.520;1668;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1187.xrdml;;;;;;;BBT Nb2;20.00656514;79.99882669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1186.xrdml;;;;;;;BBT Nb1;20.00656514;79.99882669;77.520;1501;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1185.xrdml;;;;;;;BBT Zn2;20.00656514;79.99882669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1184.xrdml;;;;;;;BBT Zn1;20.00656514;79.99882669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1183.xrdml;;;;;;;MN 14300;20.00656514;79.99882669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1182.xrdml;;;;;;;MN 13300;20.00656514;79.99882669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1181.xrdml;;;;;;;MN 12300;20.00656514;79.99882669;77.520;1500;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1180.xrdml;;;;;;;VMT LCC;3.00256514;44.99320914;77.520;1074;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-10;Xpert_118.xrdml;;;;;;;# 06;10.00356514;89.99324721;49.470;1274;PW3376/00 Co LFF DK184432;;
2010-11-19;Xpert_1199.xrdml;;;;;;;ACO CARBONO;30.01156514;119.99339232;77.520;2209;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-19;Xpert_1198.xrdml;;;;;;;FeCo 05;20.00356514;99.99324721;77.520;1973;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-19;Xpert_1197.xrdml;;;;;;;FeCo 04;20.00356514;99.99324721;77.520;1973;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-19;Xpert_1196.xrdml;;;;;;;FeCo 03;20.00356514;99.99324721;77.520;1974;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-19;Xpert_1195.xrdml;;;;;;;FeCo 02;20.00356514;99.99324721;77.520;1975;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-19;Xpert_1194.xrdml;;;;;;;A5 1%;5.00956514;49.99391359;77.520;1148;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-19;Xpert_1193.xrdml;;;;;;;A4 2%;5.00956514;49.99391359;77.520;1147;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1192.xrdml;;;;;;;talco;3.00256514;69.99326736;77.520;1666;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1191.xrdml;;;;;;;calcita;3.00256514;69.99326736;77.520;1667;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-17;Xpert_1190.xrdml;;;;;;;grafita;3.00256514;69.99326736;77.520;1666;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-11;Xpert_119.xrdml;;;;;;;#20;10.00356514;89.99324721;49.570;1274;PW3376/00 Co LFF DK184432;;
2010-12-02;Xpert_1209.xrdml;;;;;;;B5CN7;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-12-02;Xpert_1208.xrdml;;;;;;;B5CN5;10.01156514;99.99339232;77.520;2211;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-22;Xpert_1207.xrdml;;;;;;;B5CN4;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-22;Xpert_1206.xrdml;;;;;;;B1CN9;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-11-22;Xpert_1205.xrdml;;;;;;;B1CN7;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
